Problem ID,Problem Name,Title Tags,Plain Tags,Number Solved,Complexity,Class
86E,Long sequence,Brute force|Mathematics including integration differential equations etc|Matrix multiplication determinant Cramer's rule systems of linear equations,brute force|math|matrices,119,0.861,Hard,
86D,Powerful array,Heaps binary search trees segment trees hash tables etc|Implementation problems programming technics simulation|Mathematics including integration differential equations etc|Two pointers,data structures|implementation|math|two pointers,1678,0.739,Hard,
86C,Genetic engineering,Dynamic programming|Suffix arrays suffix trees suffix automatas etc|Trees,dp|string suffix structures|trees,248,0.825,Hard,
86B,Tetris revisited,Constructive algorithms|Graph matchings König's theorem vertex cover of bipartite graph|Greedy algorithms|Mathematics including integration differential equations etc,constructive algorithms|graph matchings|greedy|math,229,0.688,Medium,
86A,Reflection,Mathematics including integration differential equations etc,math,649,0.366,Easy,
85E,Guard Towers,Binary search|Disjoint set union|Geometry computational geometry|Graphs|Sortings orderings,binary search|dsu|geometry|graphs|sortings,256,0.781,Hard,
85D,Sum of Medians,Binary search|Brute force|Heaps binary search trees segment trees hash tables etc|Implementation problems programming technics simulation,binary search|brute force|data structures|implementation,718,0.739,Hard,
85C,Petya and Tree,Binary search|Dfs and similar|Probabilities expected values statistics random variables etc|Sortings orderings|Trees,binary search|dfs and similar|probabilities|sortings|trees,394,0.802,Hard,
85B,Embassy Queue,Heaps binary search trees segment trees hash tables etc,data structures,750,0.739,Hard,
85A,Domino,Constructive algorithms|Implementation problems programming technics simulation,constructive algorithms|implementation,1254,0.433,Medium,
84C,Biathlon,Binary search|Implementation problems programming technics simulation,binary search|implementation,680,0.582,Medium,
84A,Toy Army,Mathematics including integration differential equations etc|Number theory: Euler function GCD divisibility etc,math|number theory,5044,0.489,Medium,
83E,Two Subsequences,Bitmasks|Dynamic programming,bitmasks|dp,178,0.728,Medium,
83D,Numbers,Dynamic programming|Mathematics including integration differential equations etc|Number theory: Euler function GCD divisibility etc,dp|math|number theory,345,0.706,Medium,
83C,Track,Graphs|Greedy algorithms|Shortest paths on weighted and unweighted graphs,graphs|greedy|shortest paths,248,0.732,Hard,
83B,Doctor,Binary search|Mathematics including integration differential equations etc|Sortings orderings,binary search|math|sortings,884,0.582,Medium,
83A,Magical Array,Mathematics including integration differential equations etc,math,2354,0.366,Easy,
82E,Corridor,Geometry computational geometry,geometry,153,0.781,Hard,
82D,Two out of Three,Dynamic programming,dp,708,0.706,Medium,
82C,General Mobilization,Heaps binary search trees segment trees hash tables etc|Dfs and similar|Sortings orderings,data structures|dfs and similar|sortings,624,0.739,Hard,
82B,Sets,Constructive algorithms|Hashing hashtables|Implementation problems programming technics simulation,constructive algorithms|hashing|implementation,1282,0.714,Medium,
82A,Double Cola,Implementation problems programming technics simulation|Mathematics including integration differential equations etc,implementation|math,11713,0.366,Easy,
81E,Pairs,Dfs and similar|Dynamic programming|Disjoint set union|Graphs|Implementation problems programming technics simulation|Trees,dfs and similar|dp|dsu|graphs|implementation|trees,128,0.756,Hard,
81D,Polycarp's Picture Gallery,Constructive algorithms|Greedy algorithms,constructive algorithms|greedy,478,0.433,Medium,
81C,Average Score,Mathematics including integration differential equations etc|Sortings orderings,math|sortings,1048,0.366,Easy,
81B,Sequence Formatting,Implementation problems programming technics simulation|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,implementation|strings,1277,0.331,Easy,
81A,Plug-in,Implementation problems programming technics simulation,implementation,3388,0.0,Easy,
80B,Depression,Geometry computational geometry|Mathematics including integration differential equations etc,geometry|math,2143,0.781,Hard,
80A,Panoramix's Prediction,Brute force,brute force,4682,0.298,Easy,
79E,Security System,Mathematics including integration differential equations etc,math,33,0.366,Easy,
79D,Password,Bitmasks|Dynamic programming|Shortest paths on weighted and unweighted graphs,bitmasks|dp|shortest paths,232,0.732,Hard,
79C,Beaver,Heaps binary search trees segment trees hash tables etc|Dynamic programming|Greedy algorithms|Hashing hashtables|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc|Two pointers,data structures|dp|greedy|hashing|strings|two pointers,891,0.739,Hard,
79B,Colorful Field,Implementation problems programming technics simulation|Sortings orderings,implementation|sortings,1404,0.275,Easy,
79A,Bus Game,Greedy algorithms,greedy,1911,0.353,Easy,
78E,Evacuation,Graph network flows|Graphs|Shortest paths on weighted and unweighted graphs,flows|graphs|shortest paths,188,0.877,Hard,
78D,Archer's Shot,Binary search|Geometry computational geometry|Mathematics including integration differential equations etc|Two pointers,binary search|geometry|math|two pointers,153,0.781,Hard,
78C,Beaver Game,Dynamic programming|Games Sprague–Grundy theorem|Number theory: Euler function GCD divisibility etc,dp|games|number theory,721,0.706,Medium,
78B,Easter Eggs,Constructive algorithms|Implementation problems programming technics simulation,constructive algorithms|implementation,1914,0.433,Medium,
78A,Haiku,Implementation problems programming technics simulation|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,implementation|strings,3185,0.331,Easy,
77E,Martian Food,Geometry computational geometry,geometry,159,0.781,Hard,
77D,Domino Carpet,Dynamic programming|Implementation problems programming technics simulation,dp|implementation,183,0.706,Medium,
77C,Beavermuncher-0xFF,Dfs and similar|Dynamic programming|Disjoint set union|Greedy algorithms|Trees,dfs and similar|dp|dsu|greedy|trees,518,0.756,Hard,
77B,Falling Anvils,Mathematics including integration differential equations etc|Probabilities expected values statistics random variables etc,math|probabilities,1121,0.802,Hard,
77A,Heroes,Brute force|Implementation problems programming technics simulation,brute force|implementation,1042,0.298,Easy,
76F,Tourist,Binary search|Heaps binary search trees segment trees hash tables etc|Dynamic programming,binary search|data structures|dp,294,0.739,Hard,
76E,Points,Implementation problems programming technics simulation|Mathematics including integration differential equations etc,implementation|math,843,0.366,Easy,
76D,Plus and xor,Dynamic programming|Greedy algorithms|Mathematics including integration differential equations etc,dp|greedy|math,707,0.706,Medium,
76C,Mutation,Bitmasks|Dynamic programming|Mathematics including integration differential equations etc,bitmasks|dp|math,66,0.728,Medium,
76B,Mice,Greedy algorithms|Two pointers,greedy|two pointers,236,0.528,Medium,
76A,Gift,Disjoint set union|Graphs|Sortings orderings|Trees,dsu|graphs|sortings|trees,350,0.756,Hard,
75E,Ship's Shortest Path,Geometry computational geometry|Shortest paths on weighted and unweighted graphs,geometry|shortest paths,167,0.781,Hard,
75D,Big Maximum Sum,Heaps binary search trees segment trees hash tables etc|Dynamic programming|Greedy algorithms|Implementation problems programming technics simulation|Mathematics including integration differential equations etc|Trees,data structures|dp|greedy|implementation|math|trees,564,0.756,Hard,
75C,Modified GCD,Binary search|Number theory: Euler function GCD divisibility etc,binary search|number theory,1552,0.582,Medium,
75B,Facetook Priority Wall,Parsing expression grammar|Implementation problems programming technics simulation|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,expression parsing|implementation|strings,1055,0.713,Medium,
75A,Life Without Zeros,Implementation problems programming technics simulation,implementation,4986,0.0,Easy,
74E,Shift It!,Constructive algorithms,constructive algorithms,46,0.433,Medium,
74D,Hanger,Heaps binary search trees segment trees hash tables etc,data structures,217,0.739,Hard,
74C,Chessboard Billiard,Dfs and similar|Disjoint set union|Graphs|Number theory: Euler function GCD divisibility etc,dfs and similar|dsu|graphs|number theory,501,0.705,Medium,
74B,Train,Dynamic programming|Games Sprague–Grundy theorem|Greedy algorithms,dp|games|greedy,935,0.706,Medium,
74A,Room Leader,Implementation problems programming technics simulation,implementation,2598,0.0,Easy,
73F,Plane of Tanks,Brute force|Geometry computational geometry,brute force|geometry,30,0.781,Hard,
73E,Morrowindows,Mathematics including integration differential equations etc|Number theory: Euler function GCD divisibility etc,math|number theory,151,0.489,Medium,
73D,FreeDiv,Dfs and similar|Graphs|Greedy algorithms,dfs and similar|graphs|greedy,279,0.705,Medium,
73C,LionAge II,Dynamic programming,dp,701,0.706,Medium,
73B,Need For Brake,Binary search|Greedy algorithms|Sortings orderings,binary search|greedy|sortings,316,0.582,Medium,
73A,The Elder Trolls IV: Oblivon,Greedy algorithms|Mathematics including integration differential equations etc,greedy|math,825,0.366,Easy,
72I,Goofy Numbers,Implementation problems programming technics simulation,implementation,192,0.0,Easy,
72H,Reverse It!,Implementation problems programming technics simulation,implementation,156,0.0,Easy,
72G,Fibonacci army,Dynamic programming,dp,264,0.706,Medium,
72F,Oil,Greedy algorithms|Mathematics including integration differential equations etc,greedy|math,62,0.366,Easy,
72E,Ali goes shopping,Brute force|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,brute force|strings,95,0.331,Easy,
72D,Perse-script,Parsing expression grammar,expression parsing,33,0.713,Medium,
72C,Extraordinarily Nice Numbers,Mathematics including integration differential equations etc,math,235,0.366,Easy,
72B,INI-file,Implementation problems programming technics simulation,implementation,28,0.0,Easy,
72A,Goshtasp Vishtasp and Eidi,Greedy algorithms|Mathematics including integration differential equations etc,greedy|math,91,0.366,Easy,
71E,Nuclear Fusion,Bitmasks|Dynamic programming,bitmasks|dp,242,0.728,Medium,
71D,Solitaire,Brute force|Implementation problems programming technics simulation,brute force|implementation,218,0.298,Easy,
71C,Round Table Knights,Dynamic programming|Mathematics including integration differential equations etc|Number theory: Euler function GCD divisibility etc,dp|math|number theory,1521,0.706,Medium,
71B,Progress Bar,Implementation problems programming technics simulation|Mathematics including integration differential equations etc,implementation|math,1969,0.366,Easy,
71A,Way Too Long Words,Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,strings,30136,0.331,Easy,
70E,Information Reform,Dynamic programming|Implementation problems programming technics simulation|Trees,dp|implementation|trees,163,0.756,Hard,
70D,Professor's task,Heaps binary search trees segment trees hash tables etc|Geometry computational geometry,data structures|geometry,221,0.781,Hard,
70C,Lucky Tickets,Binary search|Heaps binary search trees segment trees hash tables etc|Sortings orderings|Two pointers,binary search|data structures|sortings|two pointers,353,0.739,Hard,
70B,Text Messaging,Parsing expression grammar|Greedy algorithms|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,expression parsing|greedy|strings,1040,0.713,Medium,
